Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,10843,916,3175,2032,1302,2519,899,3418,4720,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,11371,911,3574,2070,1277,2702,837,3539,4816,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,10616,886,3199,2094,1289,2369,779,3148,4437,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,10403,758,3336,2047,1190,2404,668,3072,4262,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,10356,704,3364,1906,1228,2527,627,3154,4382,40.1910966,-80.2518008
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,10231,627,3638,1917,1224,2277,548,2825,4049,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,32520,2330,11251,5210,1994,6602,5133,11735,13729,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,32265,2112,11326,5268,1965,6514,5080,11594,13559,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,32807,2262,11731,4897,2241,6598,5078,11676,13917,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,31129,2291,10754,4992,2018,6138,4936,11074,13092,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,31851,2141,10885,5156,2085,6673,4911,11584,13669,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,32983,2633,11437,5334,2484,6484,4611,11095,13579,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Male,33003,2517,11884,5080,2390,6547,4585,11132,13522,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,32696,2033,12295,5417,2863,6069,4019,10088,12951,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33843,1740,12757,5816,3294,6292,3944,10236,13530,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33645,1869,12392,6130,3314,6004,3936,9940,13254,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33314,1905,12644,5848,2952,6056,3909,9965,12917,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33728,2028,11945,5554,3226,7187,3788,10975,14201,40.1675984,-77.2686627
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33797,1881,12554,6135,3396,6143,3688,9831,13227,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,45 to 64 Years,Female,33722,1901,12386,5776,3437,6633,3589,10222,13659,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,14434,692,3707,2218,1342,3808,2667,6475,7817,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,14540,657,3836,2213,1363,3804,2667,6471,7834,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,14523,549,3951,2416,1356,3752,2499,6251,7607,40.1675984,-77.2686627
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,14680,660,4016,2366,1452,3852,2334,6186,7638,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15434,1067,5166,2141,1315,3531,2214,5745,7060,40.1675984,-77.2686627
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15472,1031,5060,2493,1173,3529,2186,5715,6888,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15334,1052,4746,2466,1228,3668,2174,5842,7070,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15867,1252,5094,2461,1338,3567,2155,5722,7060,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15293,1034,5045,2266,1194,3613,2141,5754,6948,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15590,1174,5175,2384,1166,3555,2136,5691,6857,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,14905,676,4039,2590,1468,4090,2042,6132,7600,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Male,15810,1205,5110,2484,1294,3685,2032,5717,7011,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,14957,770,3138,3112,1749,4230,1958,6188,7937,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,14603,749,3084,3158,1616,4060,1936,5996,7612,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,15061,724,4214,2584,1453,4177,1909,6086,7539,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,35 to 44 Years,Female,15305,830,4402,2673,1510,3998,1892,5890,7400,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,14299,778,2688,3163,1692,4121,1857,5978,7670,40.1675984,-77.2686627
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,13959,704,2825,3061,1608,4046,1715,5761,7369,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,13196,583,2718,2593,1374,4260,1668,5928,7302,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,12956,477,2891,2381,1335,4231,1641,5872,7207,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Female,13534,547,2819,2865,1589,4101,1613,5714,7303,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,16510,1452,4950,2922,1339,4313,1534,5847,7186,40.1675984,-77.2686627
01/01/2013 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,15259,1689,4629,2767,998,3929,1247,5176,6174,40.1675984,-77.2686627
01/01/2015 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,16052,1435,5015,2736,1439,4188,1239,5427,6866,40.1675984,-77.2686627
01/01/2012 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,14763,1561,4470,2640,924,3938,1230,5168,6092,40.1675984,-77.2686627
01/01/2014 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,15704,1463,5003,2760,1115,4256,1107,5363,6478,40.1675984,-77.2686627
01/01/2011 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,14363,1323,4692,2493,934,3825,1096,4921,5855,40.1675984,-77.2686627
01/01/2010 12:00:00 AM,42041,Central,South Central WDA,Cumberland,21,25 to 34 Years,Male,14095,1380,4524,2421,960,3768,1042,4810,5770,40.1675984,-77.2686627
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,67741,8828,28497,9463,3944,10563,6446,17009,20953,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,67877,9039,28805,9529,3954,10179,6371,16550,20504,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,70963,8139,29248,10784,5799,10623,6370,16993,22792,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,67363,9100,28453,9592,3758,10131,6329,16460,20218,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,71081,8034,29976,10584,5446,10749,6292,17041,22487,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,66909,9180,27811,9725,3608,10347,6238,16585,20193,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,67711,9019,28790,9544,3838,10291,6229,16520,20358,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,70993,8227,30334,10758,5095,10371,6208,16579,21674,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,66023,9407,27484,9447,3486,10082,6117,16199,19685,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Male,64703,9692,26546,9022,3421,10072,5950,16022,19443,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,70576,8498,30450,10622,5007,10258,5741,15999,21006,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,69940,8409,30252,10853,4950,10026,5450,15476,20426,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,67714,8858,29659,10427,4084,9370,5316,14686,18770,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,45 to 64 Years,Female,69054,8632,30207,10685,4398,9867,5265,15132,19530,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,30924,3650,8527,5154,3264,6637,3692,10329,13593,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,31186,3517,9124,5223,2738,6955,3629,10584,13322,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,31729,3546,10075,5355,2641,6643,3469,10112,12753,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,31389,3482,9497,5306,2729,6937,3438,10375,13104,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,33684,4628,9231,5456,3366,7881,3122,11003,14369,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,32193,3841,10545,5207,2735,6766,3099,9865,12600,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,32691,3866,11234,5377,2561,6598,3055,9653,12214,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,32944,4785,9157,5741,3154,7127,2980,10107,13261,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,32257,4783,8909,5837,2880,7046,2802,9848,12728,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Female,33248,4332,11302,5275,2801,6773,2765,9538,12339,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,31061,4488,11195,4787,1921,5962,2708,8670,10591,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,32659,5205,12756,4463,1923,5608,2704,8312,10235,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,32064,4530,12610,4727,1834,5809,2554,8363,10197,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,31527,4767,12037,4693,1849,5633,2548,8181,10030,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,30720,4376,11180,4615,2215,5877,2457,8334,10549,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,30187,4426,10516,4489,2563,5742,2451,8193,10756,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,30975,4645,8372,6065,2744,6706,2443,9149,11893,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,30136,4734,8690,5313,2520,6472,2407,8879,11399,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,35 to 44 Years,Male,30441,4554,11016,4440,2221,5885,2325,8210,10431,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,31553,5096,8610,5842,2697,7045,2263,9308,12005,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Female,30532,4813,8476,5992,2513,6516,2222,8738,11251,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,33560,5997,11285,5060,2832,6521,1865,8386,11218,40.045908,-76.2513877
01/01/2015 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,32685,5662,11419,4672,2706,6439,1787,8226,10932,40.045908,-76.2513877
01/01/2014 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,31830,5537,11214,4627,2580,6147,1725,7872,10452,40.045908,-76.2513877
01/01/2013 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,31055,5334,10694,4789,2621,6023,1594,7617,10238,40.045908,-76.2513877
01/01/2012 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,30453,5020,10860,4667,2684,5782,1440,7222,9906,40.045908,-76.2513877
01/01/2011 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,29965,4876,10519,4948,2554,5751,1317,7068,9622,40.045908,-76.2513877
01/01/2010 12:00:00 AM,42071,Southeast,Lancaster County WDA,Lancaster,36,25 to 34 Years,Male,29570,4876,10358,4739,2506,5796,1295,7091,9597,40.045908,-76.2513877
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7274,584,3904,1196,568,636,386,1022,1590,40.0073754,-78.4911647
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7387,714,4521,880,384,521,367,888,1272,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7148,681,3792,1038,618,667,352,1019,1637,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7407,883,4294,957,412,528,333,861,1273,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7410,784,4410,933,393,559,331,890,1283,40.0073754,-78.4911647
01/01/2013 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7381,901,4197,948,438,575,322,897,1335,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7264,676,3880,1185,588,622,313,935,1523,40.0073754,-78.4911647
01/01/2011 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7181,670,3744,1147,676,636,308,944,1620,40.0073754,-78.4911647
01/01/2012 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7304,913,4145,907,465,578,296,874,1339,40.0073754,-78.4911647
01/01/2011 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7245,953,4076,928,461,541,286,827,1288,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7258,597,3833,1281,639,623,285,908,1547,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Male,7184,960,4041,856,455,587,285,872,1327,40.0073754,-78.4911647
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2346,280,719,499,326,267,255,522,848,40.0073754,-78.4911647
01/01/2012 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7218,623,3820,1218,684,640,233,873,1557,40.0073754,-78.4911647
01/01/2013 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,45 to 64 Years,Female,7281,604,3856,1275,669,646,231,877,1546,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2379,232,815,486,307,313,226,539,846,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2389,215,785,501,328,363,197,560,888,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2529,113,1154,475,279,364,144,508,787,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,2968,212,1209,586,471,353,137,490,961,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,3616,452,1905,457,316,350,136,486,802,40.0073754,-78.4911647
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,2886,197,1181,625,409,346,128,474,883,40.0073754,-78.4911647
01/01/2013 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2434,119,919,576,333,366,121,487,820,40.0073754,-78.4911647
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Male,2517,258,1145,473,271,256,114,370,641,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,3013,252,1285,598,397,373,108,481,878,40.0073754,-78.4911647
01/01/2013 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,3099,258,1382,558,416,378,107,485,901,40.0073754,-78.4911647
01/01/2012 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2470,115,953,600,327,369,106,475,802,40.0073754,-78.4911647
01/01/2011 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Female,2508,126,1110,526,274,367,105,472,746,40.0073754,-78.4911647
01/01/2011 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,3493,495,1735,465,356,340,102,442,798,40.0073754,-78.4911647
01/01/2012 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,3163,183,1410,573,550,348,99,447,997,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,2966,292,1512,414,391,264,93,357,748,40.0073754,-78.4911647
01/01/2015 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Male,2501,336,1089,484,221,282,89,371,592,40.0073754,-78.4911647
01/01/2016 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,2863,233,1460,413,395,273,89,362,757,40.0073754,-78.4911647
01/01/2011 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,3218,199,1468,604,486,375,86,461,947,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Male,2465,344,1020,499,210,313,79,392,602,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Female,3284,196,1507,674,449,380,78,458,907,40.0073754,-78.4911647
01/01/2012 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,3368,441,1701,479,349,326,72,398,747,40.0073754,-78.4911647
01/01/2013 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,3199,355,1539,519,410,311,65,376,786,40.0073754,-78.4911647
01/01/2014 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,35 to 44 Years,Male,3095,308,1504,499,403,321,60,381,784,40.0073754,-78.4911647
01/01/2010 12:00:00 AM,42009,Southwest,Southern Alleghenies WDA,Bedford,5,25 to 34 Years,Male,2521,242,1319,366,208,346,40,386,594,40.0073754,-78.4911647
