Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Female,6525,929,3485,971,414,473,253,726,1140,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Male,6491,1033,3339,1017,378,475,249,724,1102,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Female,6604,904,3610,973,436,435,246,681,1117,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Male,6416,930,3642,823,293,483,245,728,1021,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Female,6580,877,3552,1010,466,446,229,675,1141,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Female,6619,965,3581,1006,360,480,227,707,1067,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Male,6500,1010,3458,1034,357,420,221,641,998,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Female,6600,802,3736,1038,404,406,214,620,1024,40.6127493,-77.6200309
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Male,6429,946,3556,972,323,425,207,632,955,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,45 to 64 Years,Male,6470,1008,3443,1018,337,467,197,664,1001,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,2924,406,1110,500,380,353,175,528,908,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,3005,356,1299,427,418,344,161,505,923,40.6127493,-77.6200309
01/01/2011 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,3063,360,1429,392,397,327,158,485,882,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,2820,392,1115,463,310,385,155,540,850,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,2767,376,1039,525,349,338,140,478,827,40.6127493,-77.6200309
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,2697,316,1100,448,331,375,127,502,833,40.6127493,-77.6200309
01/01/2010 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,3083,360,1575,405,352,266,125,391,743,40.6127493,-77.6200309
01/01/2011 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2999,364,1544,390,360,223,118,341,701,40.6127493,-77.6200309
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2493,261,926,401,395,394,116,510,905,40.6127493,-77.6200309
01/01/2010 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2505,424,957,476,303,229,116,345,648,40.6127493,-77.6200309
01/01/2010 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Female,3095,304,1531,350,398,403,109,512,910,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2909,373,1463,381,375,217,100,317,692,40.6127493,-77.6200309
01/01/2010 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2339,399,1123,387,175,156,99,255,430,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2787,335,1355,413,325,264,95,359,684,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2457,472,1151,306,235,213,80,293,528,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2495,528,1136,235,228,290,78,368,596,40.6127493,-77.6200309
01/01/2011 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2480,425,845,541,330,265,74,339,669,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2388,474,1031,352,269,193,69,262,531,40.6127493,-77.6200309
01/01/2011 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2356,482,1031,366,238,171,68,239,477,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2477,324,838,453,374,425,63,488,862,40.6127493,-77.6200309
01/01/2012 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2422,406,747,517,327,369,56,425,752,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2705,329,1401,361,260,299,55,354,614,40.6127493,-77.6200309
01/01/2014 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2468,409,752,467,410,380,50,430,840,40.6127493,-77.6200309
01/01/2013 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Female,2451,356,730,560,418,340,47,387,805,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2531,573,1084,295,224,315,40,355,579,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2611,337,1353,355,235,291,40,331,566,40.6127493,-77.6200309
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,25 to 34 Years,Male,2563,493,1076,402,190,367,35,402,592,40.6127493,-77.6200309
01/01/2016 12:00:00 AM,42087,Central,Central WDA,Mifflin,44,35 to 44 Years,Male,2543,349,1295,320,255,293,31,324,579,40.6127493,-77.6200309
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3422,369,1848,494,256,257,198,455,711,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3414,384,1887,444,248,261,190,451,699,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3343,381,1896,441,232,215,178,393,625,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3421,353,1842,433,293,323,177,500,793,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3333,447,1882,454,186,187,177,364,550,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3291,437,1894,407,188,190,175,365,553,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Female,3218,451,1830,342,204,228,163,391,595,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3479,459,2040,354,224,279,123,402,626,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3481,385,2095,362,243,275,121,396,639,40.5343301,-77.405775
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3492,440,2001,360,281,291,119,410,691,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3336,615,1851,343,184,230,113,343,527,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3405,507,1955,338,212,285,108,393,605,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3442,437,1995,366,260,276,108,384,644,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,45 to 64 Years,Male,3469,402,2050,368,268,277,104,381,649,40.5343301,-77.405775
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1397,265,571,150,155,162,94,256,411,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1406,223,588,213,151,139,92,231,382,40.5343301,-77.405775
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1303,201,480,196,111,225,90,315,426,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1316,201,468,209,128,223,87,310,438,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1313,173,536,172,147,203,82,285,432,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1413,254,633,136,162,146,82,228,390,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1335,104,568,244,133,208,78,286,419,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1385,208,636,111,155,199,76,275,430,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1380,246,606,109,178,165,76,241,419,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1624,144,762,258,229,163,68,231,460,40.5343301,-77.405775
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1443,223,666,222,136,128,68,196,332,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1355,115,548,311,134,182,65,247,381,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1671,217,900,265,90,137,62,199,289,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1480,187,710,247,151,124,61,185,336,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1360,143,541,274,179,164,59,223,402,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1642,199,940,238,72,135,58,193,265,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Female,1341,159,548,232,205,143,54,197,402,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1501,185,737,230,199,96,54,150,349,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1554,158,795,213,213,126,49,175,388,40.5343301,-77.405775
01/01/2015 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1470,349,788,139,65,81,48,129,194,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Female,1592,149,817,249,183,148,46,194,377,40.5343301,-77.405775
01/01/2014 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1510,315,794,186,74,95,46,141,215,40.5343301,-77.405775
01/01/2013 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1535,248,899,175,77,92,44,136,213,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1589,209,931,235,84,93,37,130,214,40.5343301,-77.405775
01/01/2016 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,35 to 44 Years,Male,1450,345,747,156,54,112,36,148,202,40.5343301,-77.405775
01/01/2012 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1378,205,706,123,120,194,30,224,344,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1371,175,756,112,147,167,14,181,328,40.5343301,-77.405775
01/01/2011 12:00:00 AM,42067,Central,South Central WDA,Juniata,34,25 to 34 Years,Male,1383,232,705,106,115,214,11,225,340,40.5343301,-77.405775
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,21151,1837,10874,2812,1509,2437,1682,4119,5628,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,21401,1803,11195,3029,1425,2423,1526,3949,5374,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,20830,1426,10559,2885,1688,2761,1511,4272,5960,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,19983,1187,9540,3080,2254,2428,1494,3922,6176,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20381,1304,9811,3275,2294,2252,1445,3697,5991,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,21089,1548,10971,2818,1672,2644,1436,4080,5752,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,20382,1407,10279,2770,1746,2748,1432,4180,5926,40.4912749,-78.7189417
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20811,1380,10433,2930,2200,2456,1412,3868,6068,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,21419,1703,11283,2981,1489,2565,1398,3963,5452,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20663,1415,9961,3309,2289,2329,1360,3689,5978,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Male,21381,1597,11260,3047,1521,2645,1311,3956,5477,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20932,1481,10391,3149,2300,2304,1307,3611,5911,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20970,1442,10294,3233,2365,2372,1264,3636,6001,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,45 to 64 Years,Female,20898,1349,10244,3338,2351,2444,1172,3616,5967,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,7812,341,2391,1306,1354,1537,883,2420,3774,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,7623,312,2168,1377,1509,1425,832,2257,3766,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,7903,316,2515,1354,1380,1524,814,2338,3718,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,7700,323,2290,1370,1571,1361,785,2146,3717,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,8100,300,2699,1543,1273,1515,770,2285,3558,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,6908,356,1668,1367,1261,1501,755,2256,3517,40.4912749,-78.7189417
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,8617,383,3227,1587,1395,1277,748,2025,3420,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Female,8404,361,3044,1569,1264,1431,735,2166,3430,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,8783,772,3657,1676,884,1081,713,1794,2678,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,7815,599,3174,1461,752,1131,698,1829,2581,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7116,357,1900,1423,1233,1519,684,2203,3436,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7120,392,1739,1480,1241,1594,674,2268,3509,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,8460,785,3490,1521,841,1161,662,1823,2664,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,8995,750,3865,1667,960,1121,632,1753,2713,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7121,270,1996,1480,1242,1503,630,2133,3375,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7056,418,1835,1431,1189,1560,623,2183,3372,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,8130,700,3444,1457,807,1114,608,1722,2529,40.4912749,-78.7189417
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7197,327,2380,1225,1296,1395,574,1969,3265,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,9264,713,4188,1765,929,1121,548,1669,2598,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Female,7157,323,2167,1431,1290,1411,535,1946,3236,40.4912749,-78.7189417
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,35 to 44 Years,Male,9440,877,4483,1626,844,1075,535,1610,2454,40.4912749,-78.7189417
01/01/2016 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,7453,536,2956,1468,796,1257,440,1697,2493,40.4912749,-78.7189417
01/01/2011 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,8035,687,3325,1321,942,1343,417,1760,2702,40.4912749,-78.7189417
01/01/2010 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,8037,610,3310,1338,961,1402,416,1818,2779,40.4912749,-78.7189417
01/01/2014 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,7716,597,3115,1527,832,1238,407,1645,2477,40.4912749,-78.7189417
01/01/2015 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,7541,636,3121,1422,818,1140,404,1544,2362,40.4912749,-78.7189417
01/01/2012 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,7946,666,3267,1407,902,1352,352,1704,2606,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42021,Southwest,Southern Alleghenies WDA,Cambria,11,25 to 34 Years,Male,7933,609,3227,1500,930,1352,315,1667,2597,40.4912749,-78.7189417
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17706,1153,9295,2764,1255,1870,1369,3239,4494,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18313,1078,9091,2758,1858,2200,1328,3528,5386,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18132,1168,8826,2802,1754,2293,1289,3582,5336,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17693,1164,9006,2860,1331,2046,1286,3332,4663,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17663,1347,9229,2683,1249,1870,1285,3155,4404,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17646,1349,8914,2704,1257,2174,1248,3422,4679,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17450,1298,8816,2709,1217,2200,1210,3410,4627,40.4855502,-78.3490769
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18504,896,9752,2878,1709,2060,1209,3269,4978,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18460,1063,9334,2976,1805,2108,1174,3282,5087,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17475,1265,9020,2609,1413,2078,1090,3168,4581,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18472,889,9543,3056,1749,2168,1067,3235,4984,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Male,17238,1313,8983,2564,1305,2090,983,3073,4378,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18198,1142,9653,2773,1775,1935,920,2855,4630,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,45 to 64 Years,Female,18403,1039,9517,3030,1774,2146,897,3043,4817,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7375,292,2524,1333,1250,1224,752,1976,3226,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,8167,537,3060,1573,1052,1242,703,1945,2997,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7455,360,2728,1117,1351,1253,646,1899,3250,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7939,404,3145,1438,1192,1123,637,1760,2952,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7746,442,3118,1188,1113,1251,634,1885,2998,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7533,332,2922,1157,1235,1281,606,1887,3122,40.4855502,-78.3490769
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Female,7632,357,2915,1178,1210,1369,603,1972,3182,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7084,512,2346,1330,719,1680,497,2177,2896,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7007,476,2297,1332,800,1625,477,2102,2902,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7407,509,3228,1263,485,1447,475,1922,2407,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7243,438,2257,1461,851,1769,467,2236,3087,40.4855502,-78.3490769
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7109,426,2357,1317,861,1686,462,2148,3009,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7046,466,2294,1279,804,1742,461,2203,3007,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7184,404,2416,1466,823,1616,459,2075,2898,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7513,504,3264,1367,606,1317,455,1772,2378,40.4855502,-78.3490769
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7575,428,3473,1315,763,1146,450,1596,2359,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7498,461,3454,1323,655,1166,439,1605,2260,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Female,7155,367,2237,1494,851,1799,407,2206,3057,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7699,501,3622,1342,814,1034,386,1420,2234,40.4855502,-78.3490769
01/01/2016 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7340,734,3143,1083,641,1368,371,1739,2380,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7941,661,3851,1198,886,1005,340,1345,2231,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,35 to 44 Years,Male,7808,616,3799,1295,855,903,340,1243,2098,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7171,607,3046,1170,527,1502,319,1821,2348,40.4855502,-78.3490769
